pandal_id,idol_height,idol_width,estimated_weight,idol_type
2223,7.7,3.4,284,Synthetic
2224,7.5,3.4,268,POP
2225,20.9,9.6,1788,Eco-Friendly
2226,27.0,12.0,2977,Eco-Friendly
2227,12.0,5.1,588,Eco-Friendly
2228,15.6,7.0,1161,Clay
2229,28.3,12.7,3266,Eco-Friendly
2230,14.5,6.7,1012,POP
2231,38.4,17.3,7083,Synthetic
2232,21.9,9.8,2296,Clay
2233,10.5,4.6,532,POP
2234,9.3,4.2,350,Eco-Friendly
2235,5.9,2.4,166,POP
2236,52.7,23.6,11322,Eco-Friendly
2237,14.4,6.3,841,Eco-Friendly
2238,7.0,3.1,234,POP
2239,17.9,8.0,1529,Synthetic
2240,7.7,3.2,241,Eco-Friendly
2241,13.6,6.0,886,POP
2242,7.5,3.6,272,Synthetic
2243,51.1,22.8,12544,Clay
2244,15.7,7.0,1175,POP
2245,12.6,5.5,766,Clay
2246,13.3,6.3,725,Eco-Friendly
2247,12.0,5.3,696,Synthetic
2248,26.7,12.2,2907,Eco-Friendly
2249,16.8,7.6,1146,Eco-Friendly
2250,9.0,4.2,390,POP
2251,27.9,12.4,3743,POP
2252,15.8,7.2,1016,Eco-Friendly
2253,11.2,4.7,597,Clay
2254,12.6,5.4,757,POP
2255,20.0,8.7,1629,Eco-Friendly
2256,6.8,2.9,223,POP
2257,5.4,2.4,140,Clay
2258,15.0,7.0,920,Eco-Friendly
2259,9.1,4.1,401,Clay
2260,49.5,22.2,11773,POP
2261,8.1,3.8,264,Eco-Friendly
2262,23.2,10.2,2194,Eco-Friendly
2263,10.4,4.9,444,Eco-Friendly
2264,24.5,11.1,2874,POP
2265,30.6,13.9,4490,Clay
2266,30.3,13.5,3757,Eco-Friendly
2267,9.1,4.2,396,POP
2268,39.3,17.5,7420,POP
2269,10.4,4.5,441,Eco-Friendly
2270,26.4,11.9,3341,Synthetic
2271,10.8,5.0,474,Eco-Friendly
2272,7.5,3.2,227,Eco-Friendly
2273,21.8,9.9,2274,Synthetic
2274,5.5,2.6,145,POP
2275,40.4,18.2,7815,Synthetic
2276,11.5,4.9,639,Synthetic
2277,6.6,3.2,208,Clay
2278,33.8,15.1,5476,Synthetic
2279,23.3,10.4,2613,Synthetic
2280,42.4,19.0,8638,POP
2281,27.1,12.4,2998,Eco-Friendly
2282,21.9,10.1,2303,Clay
2283,26.0,11.5,2755,Eco-Friendly
2284,60.0,27.0,17302,POP
2285,10.9,4.9,568,Clay
2286,4.7,2.1,106,POP
2287,23.6,10.4,2270,Eco-Friendly
2288,31.6,14.5,4801,POP
2289,7.0,3.0,235,POP
2290,9.6,4.2,376,Eco-Friendly
2291,36.6,16.4,5473,Eco-Friendly
2292,14.0,6.3,799,Eco-Friendly
2293,10.2,4.5,422,Eco-Friendly
2294,38.9,17.8,6185,Eco-Friendly
2295,27.8,12.2,3711,Synthetic
2296,22.0,9.9,2328,POP
2297,62.3,28.3,18645,Synthetic
2298,16.5,7.5,1306,POP
2299,5.6,2.4,125,Eco-Friendly
2300,42.1,18.8,8505,POP
2301,6.4,3.1,164,Eco-Friendly
2302,4.2,1.6,82,POP
2303,4.3,2.0,73,Eco-Friendly
2304,36.3,16.5,6334,Clay
2305,20.3,8.9,1983,Clay
2306,11.8,5.1,669,POP
2307,5.4,2.5,141,POP
2308,38.1,17.4,6976,POP
2309,14.7,6.7,878,Eco-Friendly
2310,20.8,9.6,2086,Clay
2311,8.1,3.5,267,Eco-Friendly
2312,24.5,11.1,2438,Eco-Friendly
2313,69.1,30.9,19453,Eco-Friendly
2314,6.9,2.8,191,Eco-Friendly
2315,13.4,6.2,858,Clay
2316,12.2,5.4,710,Clay
2317,4.4,1.8,79,Eco-Friendly
2318,15.3,6.7,958,Eco-Friendly
2319,17.2,7.8,1212,Eco-Friendly
2320,8.3,3.6,332,Clay
2321,22.4,9.9,2052,Eco-Friendly
2322,10.7,4.9,546,POP
2323,7.1,2.9,240,POP
2324,25.6,11.4,3145,Clay
2325,6.4,2.6,164,Eco-Friendly
2326,23.7,10.8,2300,Eco-Friendly
2327,31.1,14.1,3958,Eco-Friendly
2328,34.6,15.4,4890,Eco-Friendly
2329,16.7,7.7,1342,Clay
2330,31.6,14.4,4070,Eco-Friendly
2331,4.1,2.1,82,POP
2332,19.5,9.0,1821,POP
2333,39.2,17.9,6279,Eco-Friendly
2334,14.3,6.5,981,Synthetic
2335,17.0,7.4,1394,POP
2336,50.4,22.9,12194,POP
2337,7.0,3.1,197,Eco-Friendly
2338,8.3,4.0,283,Eco-Friendly
2339,13.3,5.9,853,Clay
2340,4.3,2.2,90,POP
2341,14.6,6.6,1020,POP
2342,6.9,3.3,228,POP
2343,24.9,11.0,2976,POP
2344,62.3,28.3,15851,Eco-Friendly
2345,4.5,1.9,97,POP
2346,14.6,6.4,867,Eco-Friendly
2347,39.8,17.6,7610,Clay
2348,15.2,6.8,948,Eco-Friendly
2349,8.3,3.9,281,Eco-Friendly
2350,11.0,4.9,493,Eco-Friendly
2351,19.9,9.1,1620,Eco-Friendly
2352,24.4,10.9,2864,Clay
2353,43.3,19.6,7655,Eco-Friendly
2354,5.9,2.7,164,POP
2355,7.5,3.2,269,Clay
2356,5.4,2.3,140,POP
2357,7.9,3.6,256,Eco-Friendly
2358,8.2,3.6,320,POP
2359,33.6,15.0,4618,Eco-Friendly
2360,6.7,2.8,215,Synthetic
2361,36.4,16.5,6355,POP
2362,18.0,8.0,1555,POP
2363,9.8,4.3,464,Synthetic
2364,17.2,7.5,1423,POP
2365,22.1,10.0,1987,Eco-Friendly
2366,23.5,10.4,2258,Eco-Friendly
2367,21.6,9.6,2248,Clay
2368,6.9,3.2,193,Eco-Friendly
2369,9.0,4.2,329,Eco-Friendly
2370,5.2,2.1,109,Eco-Friendly
2371,6.4,2.9,167,Eco-Friendly
2372,14.0,6.0,944,POP
2373,5.3,2.3,112,Eco-Friendly
2374,37.4,16.7,6712,POP
2375,4.7,2.1,88,Eco-Friendly
2376,13.2,6.2,836,POP
2377,7.5,3.3,269,Synthetic
2378,27.7,12.7,3121,Eco-Friendly
2379,52.1,23.5,11084,Eco-Friendly
2380,39.5,17.7,6371,Eco-Friendly
2381,22.6,10.1,2080,Eco-Friendly
2382,7.9,3.5,301,Synthetic
2383,4.3,1.9,73,Eco-Friendly
2384,23.8,10.8,2725,POP
2385,12.2,5.6,610,Eco-Friendly
2386,6.4,2.8,196,Synthetic
2387,27.5,12.5,3642,POP
2388,4.5,2.2,82,Eco-Friendly
2389,9.0,4.0,391,POP
2390,45.8,20.6,10049,Clay
2391,22.9,10.1,2520,POP
2392,18.1,8.4,1329,Eco-Friendly
2393,9.9,4.6,396,Eco-Friendly
2394,23.3,10.4,2216,Eco-Friendly
2395,5.5,2.4,122,Eco-Friendly
2396,5.9,2.8,164,Clay
2397,10.3,4.9,434,Eco-Friendly
2398,17.2,7.7,1426,Clay
2399,5.7,2.7,130,Eco-Friendly
2400,17.8,8.0,1516,Clay
2401,19.2,8.5,1776,Synthetic
2402,33.4,14.9,4537,Eco-Friendly
2403,25.5,11.2,3116,POP
2404,31.0,14.2,3927,Eco-Friendly
2405,9.6,4.2,438,Synthetic
2406,7.3,3.4,217,Eco-Friendly
2407,27.5,12.3,3081,Eco-Friendly
2408,5.9,2.9,142,Eco-Friendly
2409,6.2,2.8,155,Eco-Friendly
2410,25.0,11.1,2998,POP
2411,33.2,15.1,5275,POP
2412,11.5,5.3,540,Eco-Friendly
2413,18.8,8.6,1699,POP
2414,64.0,29.1,19660,Clay
2415,21.7,9.8,2267,POP
2416,20.8,9.6,1758,Eco-Friendly
2417,7.1,3.1,207,Eco-Friendly
2418,11.8,5.5,570,Eco-Friendly
2419,13.7,6.1,897,Clay
2420,15.4,6.7,1142,POP
2421,22.2,10.2,2374,POP
2422,46.7,20.9,10460,Clay
2423,5.7,2.4,153,POP
2424,26.7,11.9,3412,Clay
2425,13.3,5.8,846,Clay
2426,15.4,7.2,963,Eco-Friendly
2427,12.8,5.9,663,Eco-Friendly
2428,5.4,2.6,141,Clay
2429,15.4,7.1,1145,POP
2430,5.3,2.4,133,POP
2431,9.1,4.2,334,Eco-Friendly
2432,5.3,2.1,133,POP
2433,16.7,7.2,1133,Eco-Friendly
2434,7.3,3.5,218,Eco-Friendly
2435,10.2,4.3,504,Synthetic
2436,13.7,5.9,905,POP
2437,4.3,2.1,88,Clay
2438,10.0,4.2,405,Eco-Friendly
2439,14.0,6.4,940,POP
2440,6.0,2.9,173,POP
2441,30.1,13.2,4341,POP
2442,11.5,5.4,635,POP
2443,68.5,31.1,19148,Eco-Friendly
2444,6.2,3.0,181,Synthetic
2445,10.1,4.7,493,Synthetic
2446,14.2,6.5,966,Synthetic
2447,16.2,7.3,1065,Eco-Friendly
2448,4.9,2.2,99,Eco-Friendly
2449,36.3,16.1,6339,Clay
2450,6.3,3.0,189,Synthetic
2451,27.5,12.2,3089,Eco-Friendly
2452,16.3,7.3,1086,Eco-Friendly
2453,30.0,13.4,4317,Clay
2454,12.2,5.7,606,Eco-Friendly
2455,17.1,7.6,1187,Eco-Friendly
2456,13.4,5.8,858,POP
2457,20.7,9.4,2061,Clay
2458,20.6,9.1,1734,Eco-Friendly
2459,29.6,13.3,4206,Clay
2460,14.2,6.6,961,Synthetic
2461,4.6,2.3,87,Eco-Friendly
2462,7.4,3.5,225,Eco-Friendly
2463,13.9,6.5,923,Clay
2464,23.2,10.6,2575,POP
2465,9.8,4.1,391,Eco-Friendly
2466,4.4,1.8,79,Eco-Friendly
2467,4.8,1.9,92,Eco-Friendly
2468,18.1,8.4,1564,POP
2469,23.7,10.9,2697,Clay
2470,5.7,2.8,155,POP
2471,19.7,9.1,1583,Eco-Friendly
2472,8.0,3.8,260,Eco-Friendly
2473,26.7,12.2,2912,Eco-Friendly
2474,27.5,12.5,3631,Clay
2475,6.1,2.8,149,Eco-Friendly
2476,11.0,5.0,581,Synthetic
2477,17.9,8.0,1538,Synthetic
2478,11.2,5.2,599,POP
2479,7.4,3.2,221,Eco-Friendly
2480,7.5,3.5,273,Synthetic
2481,25.5,11.7,3111,Synthetic
2482,56.0,25.5,15029,Synthetic
2483,6.1,2.7,180,POP
2484,23.3,10.6,2601,Clay
2485,8.9,3.8,323,Eco-Friendly
2486,19.5,8.8,1833,Clay
2487,13.6,6.1,890,POP
2488,15.1,6.8,924,Eco-Friendly
2489,28.7,12.8,3942,Clay
2490,10.5,4.7,445,Eco-Friendly
2491,26.0,11.9,3246,POP
2492,11.7,5.0,655,Clay
2493,13.1,5.7,701,Eco-Friendly
2494,6.9,3.3,227,POP
2495,23.7,11.0,2299,Eco-Friendly
2496,12.8,5.7,668,Eco-Friendly
2497,14.1,6.0,810,Eco-Friendly
2498,12.8,5.8,670,Eco-Friendly
2499,30.7,14.0,4520,Clay
2500,22.3,9.8,2023,Eco-Friendly
2501,30.6,13.6,3808,Eco-Friendly
2502,6.9,3.4,192,Eco-Friendly
2503,37.7,17.2,5787,Eco-Friendly
2504,11.6,5.5,643,Synthetic
2505,38.5,17.5,7104,Clay
2506,17.6,8.1,1260,Eco-Friendly
2507,5.5,2.7,144,Clay
2508,13.7,6.2,759,Eco-Friendly
2509,26.6,11.9,3398,Clay
2510,19.1,8.3,1490,Eco-Friendly
2511,14.7,6.3,1040,Synthetic
2512,7.9,3.6,257,Eco-Friendly
2513,6.7,3.2,183,Eco-Friendly
2514,7.6,3.4,278,POP
2515,10.3,4.9,509,POP
2516,4.3,2.1,74,Eco-Friendly
2517,61.2,27.6,17956,POP
2518,4.2,2.1,86,Clay
2519,32.5,14.5,5081,POP
2520,20.4,9.0,2004,POP
2521,17.0,7.7,1381,Clay
2522,13.1,5.6,697,Eco-Friendly
2523,4.9,2.0,116,POP
2524,7.0,3.3,237,Clay
2525,17.3,7.5,1430,Clay
2526,8.9,3.8,321,Eco-Friendly
2527,38.0,17.0,6913,Clay
2528,39.4,17.7,7438,POP
2529,19.4,8.8,1536,Eco-Friendly
2530,4.2,1.7,71,Eco-Friendly
2531,6.3,2.9,188,Clay
2532,13.4,5.9,862,POP
2533,23.7,10.8,2703,POP
2534,7.9,3.7,255,Eco-Friendly
2535,5.8,2.9,158,Synthetic
2536,9.9,4.6,467,Synthetic
2537,13.6,6.3,889,POP
2538,6.4,3.2,165,Eco-Friendly
2539,20.8,9.4,1763,Eco-Friendly
2540,29.1,12.9,3457,Eco-Friendly
2541,4.1,2.0,82,POP
2542,39.4,17.8,6337,Eco-Friendly
2543,8.2,3.4,273,Eco-Friendly
2544,31.4,14.4,4009,Eco-Friendly
2545,17.9,7.8,1313,Eco-Friendly
2546,20.8,9.3,2084,Synthetic
2547,5.4,2.5,138,POP
2548,29.2,12.9,3466,Eco-Friendly
2549,8.0,3.7,303,POP
2550,13.7,6.2,896,POP
2551,26.1,11.9,3267,POP
2552,4.2,2.1,73,Eco-Friendly
2553,33.8,15.1,5494,Clay
2554,5.9,2.9,168,Synthetic
2555,14.8,6.9,1055,POP
2556,22.8,10.4,2113,Eco-Friendly
2557,14.9,6.8,1063,Clay
2558,12.7,5.8,662,Eco-Friendly
2559,9.4,4.2,421,POP
2560,19.7,8.7,1856,POP
2561,7.9,3.3,255,Eco-Friendly
2562,12.2,5.6,718,Clay
2563,41.6,18.9,8302,Synthetic
2564,55.3,24.6,14690,POP
2565,35.0,15.9,5886,POP
2566,6.8,2.9,220,Clay
2567,13.8,6.5,909,Clay
2568,13.2,5.9,708,Eco-Friendly
2569,34.2,15.1,5601,Synthetic
2570,7.8,3.3,250,Eco-Friendly
2571,21.0,9.6,1801,Eco-Friendly
2572,13.1,6.0,823,Synthetic
2573,22.8,10.2,2120,Eco-Friendly
2574,10.9,5.2,567,Clay
2575,12.9,5.8,800,Clay
2576,14.6,6.6,870,Eco-Friendly
2577,39.8,18.2,6474,Eco-Friendly
2578,6.9,3.2,227,POP
2579,10.6,4.8,459,Eco-Friendly
2580,25.1,11.6,3029,Clay
2581,15.1,6.9,927,Eco-Friendly
2582,26.7,12.3,2906,Eco-Friendly
2583,22.3,9.8,2383,POP
2584,11.5,5.4,539,Eco-Friendly
2585,5.4,2.5,138,Clay
2586,9.4,4.3,420,POP
2587,7.8,3.5,249,Eco-Friendly
2588,32.2,14.6,4964,Clay
2589,8.4,3.8,283,Eco-Friendly
2590,22.7,10.5,2462,POP
2591,9.2,4.4,402,POP
2592,12.4,5.3,735,POP
2593,32.3,14.5,4267,Eco-Friendly
2594,23.8,10.8,2716,Clay
2595,59.9,27.2,17224,POP
2596,6.9,2.8,196,Eco-Friendly
2597,11.7,5.2,557,Eco-Friendly
2598,4.7,2.2,108,POP
2599,6.6,3.2,178,Eco-Friendly
2600,9.2,3.9,410,POP
2601,20.5,9.3,2010,Synthetic
2602,12.8,5.9,780,Clay
2603,14.0,6.4,800,Eco-Friendly
2604,11.9,5.2,683,Synthetic
2605,9.9,4.2,466,Clay
2606,4.6,2.1,102,POP
2607,53.8,24.4,13909,Clay
2608,18.0,7.9,1322,Eco-Friendly
2609,7.5,3.7,268,Synthetic
2610,13.4,5.9,736,Eco-Friendly
2611,35.1,15.9,5925,POP
2612,6.7,3.0,216,Clay
2613,17.7,7.7,1507,POP
2614,4.1,1.8,67,Eco-Friendly
2615,7.4,3.4,221,Eco-Friendly
2616,10.4,4.4,436,Eco-Friendly
2617,11.8,5.5,667,POP
2618,35.0,15.9,5884,Synthetic
2619,7.8,3.3,293,POP
2620,29.1,13.0,3444,Eco-Friendly
2621,32.0,14.7,4921,Clay
2622,5.4,2.4,138,POP
2623,20.3,8.8,1981,POP
2624,14.7,6.5,1034,Clay
2625,20.4,9.4,1692,Eco-Friendly
2626,31.4,14.4,4020,Eco-Friendly
2627,7.2,3.1,248,Clay
2628,19.2,8.6,1500,Eco-Friendly
2629,33.0,14.9,5216,POP
2630,7.0,3.1,236,Clay
2631,51.6,23.4,12766,POP
2632,16.3,7.4,1276,Clay
2633,34.9,15.6,4958,Eco-Friendly
2634,26.4,11.7,2850,Eco-Friendly
2635,23.2,10.3,2199,Eco-Friendly
2636,24.5,11.1,2876,POP
2637,4.4,2.0,91,Clay
2638,5.8,2.6,158,Clay
2639,11.3,5.0,612,POP
2640,4.6,1.9,85,Eco-Friendly
2641,38.6,17.5,6091,Eco-Friendly
2642,14.1,6.5,956,POP
2643,4.8,2.0,93,Eco-Friendly
2644,6.4,2.6,166,Eco-Friendly
2645,9.9,4.2,403,Eco-Friendly
2646,10.0,4.6,479,Clay
2647,22.6,10.5,2091,Eco-Friendly
2648,4.8,2.3,111,Synthetic
2649,15.6,7.3,1169,POP
2650,25.1,11.3,3028,POP
2651,38.1,17.1,6982,Clay
2652,13.9,6.4,782,Eco-Friendly
2653,15.9,7.2,1037,Eco-Friendly
2654,29.4,13.4,4153,POP
2655,4.5,2.0,97,POP
2656,7.7,3.5,240,Eco-Friendly
2657,35.7,15.9,6133,Synthetic
2658,13.1,5.9,695,Eco-Friendly
2659,16.4,7.4,1093,Eco-Friendly
2660,17.0,7.8,1390,POP
2661,53.7,24.1,11769,Eco-Friendly
2662,53.1,23.6,13533,Synthetic
2663,62.3,28.2,15841,Eco-Friendly
2664,16.7,7.2,1140,Eco-Friendly
2665,7.2,3.5,252,Clay
2666,18.9,8.5,1717,POP
2667,11.3,4.9,610,Clay
2668,15.3,6.9,1123,POP
2669,11.6,5.0,549,Eco-Friendly
2670,24.3,10.7,2841,POP
2671,35.0,15.9,5895,Clay
2672,12.3,5.5,731,POP
2673,69.2,31.0,19560,Eco-Friendly
2674,6.9,3.2,192,Eco-Friendly
2675,19.2,8.4,1768,Synthetic
2676,9.0,3.8,390,POP
2677,35.4,16.0,6005,Clay
2678,17.9,7.9,1542,POP
2679,27.9,12.7,3179,Eco-Friendly
2680,19.3,8.7,1527,Eco-Friendly
2681,7.1,3.0,239,Clay
2682,5.9,2.7,142,Eco-Friendly
2683,10.8,4.9,557,Synthetic
2684,30.6,13.6,4506,Clay
2685,27.2,12.3,3543,Synthetic
2686,25.4,11.3,2622,Eco-Friendly
2687,8.5,3.9,350,Clay
2688,21.9,10.1,2298,Clay
2689,38.4,17.6,7069,POP
2690,7.8,3.7,245,Eco-Friendly
2691,7.2,3.3,211,Eco-Friendly
2692,4.8,2.4,112,POP
2693,23.5,10.8,2653,Synthetic
2694,20.2,9.3,1666,Eco-Friendly
2695,60.0,27.1,17254,POP
2696,14.8,6.7,1045,Clay
2697,11.8,5.1,671,POP
2698,7.2,3.5,209,Eco-Friendly
2699,18.1,8.4,1573,POP
2700,10.9,5.0,568,Clay
2701,7.5,3.3,228,Eco-Friendly
2702,29.1,12.8,4056,POP
2703,20.7,9.5,2065,POP
2704,20.7,9.2,2065,Clay
2705,6.0,2.6,172,POP
2706,6.7,3.1,217,POP
2707,52.9,23.7,13410,Clay
2708,49.7,22.4,11880,POP
2709,5.4,2.5,137,POP
2710,41.9,18.9,8446,Synthetic
2711,8.1,3.8,269,Eco-Friendly
2712,4.9,2.4,96,Eco-Friendly
2713,6.5,2.8,200,Clay
2714,13.1,5.9,821,Clay
2715,4.8,1.9,93,Eco-Friendly
2716,69.1,31.3,22939,Synthetic
2717,7.3,3.2,252,Synthetic
2718,12.4,5.3,629,Eco-Friendly
2719,41.3,18.3,6947,Eco-Friendly
2720,32.0,14.1,4903,Synthetic
2721,26.7,12.3,3415,Synthetic
2722,29.2,12.8,4081,Synthetic
2723,23.1,10.2,2180,Eco-Friendly
2724,39.5,17.6,6360,Eco-Friendly
2725,13.9,6.2,790,Eco-Friendly
2726,23.5,10.6,2644,Clay
2727,23.1,10.6,2565,Clay
2728,8.0,3.3,262,Eco-Friendly
2729,18.6,8.3,1411,Eco-Friendly
2730,22.5,10.1,2436,POP
2731,56.3,25.6,12931,Eco-Friendly
2732,6.6,2.8,207,Clay
2733,67.8,30.5,22083,Synthetic
2734,10.6,4.9,458,Eco-Friendly
2735,10.9,4.7,486,Eco-Friendly
2736,34.0,15.4,5555,Clay
2737,9.9,4.5,468,POP
2738,17.7,8.3,1280,Eco-Friendly
2739,24.4,10.9,2437,Eco-Friendly
2740,10.1,4.7,413,Eco-Friendly
2741,35.4,15.9,5119,Eco-Friendly
2742,65.9,29.8,17704,Eco-Friendly
2743,25.8,11.5,3199,Clay
2744,23.2,10.6,2203,Eco-Friendly
2745,24.1,11.1,2367,Eco-Friendly
2746,18.4,8.1,1633,Clay
2747,5.3,2.4,136,Synthetic
2748,4.6,2.2,101,Synthetic
2749,24.3,11.0,2831,POP
2750,10.6,4.8,461,Eco-Friendly
2751,15.0,7.0,913,Eco-Friendly
2752,19.6,8.8,1569,Eco-Friendly
2753,6.2,2.8,153,Eco-Friendly
2754,14.5,6.7,854,Eco-Friendly
2755,5.0,2.0,100,Eco-Friendly
2756,27.1,12.2,3526,Clay
2757,20.4,9.4,2005,Clay
2758,33.8,15.3,5491,POP
2759,13.9,6.1,926,POP
2760,33.3,15.3,4524,Eco-Friendly
2761,24.7,11.1,2923,POP
2762,18.9,8.8,1722,Clay
2763,8.5,3.9,347,Clay
2764,27.3,12.4,3039,Eco-Friendly
2765,11.9,5.5,678,Clay
2766,7.4,3.1,260,POP
2767,7.4,3.4,221,Eco-Friendly
2768,13.9,6.2,924,Clay
2769,7.6,3.4,234,Eco-Friendly
2770,9.8,4.3,456,POP
2771,64.8,28.9,20169,POP
2772,17.7,7.9,1507,POP
2773,15.1,6.7,929,Eco-Friendly
2774,18.4,8.1,1618,Clay
2775,18.2,8.5,1582,Clay
2776,5.1,2.0,104,Eco-Friendly
2777,10.9,4.7,484,Eco-Friendly
2778,21.8,9.6,2291,Clay
2779,27.5,12.3,3088,Eco-Friendly
2780,7.4,3.6,262,POP
2781,7.4,3.5,223,Eco-Friendly
2782,13.5,6.3,878,POP
2783,5.2,2.2,128,Clay
2784,25.0,11.2,2553,Eco-Friendly
2785,37.6,16.8,6775,Clay
2786,11.8,5.5,663,POP
2787,9.2,4.1,347,Eco-Friendly
2788,11.2,4.9,603,POP
2789,23.2,10.4,2573,POP
2790,35.1,16.1,5027,Eco-Friendly
2791,11.5,5.0,534,Eco-Friendly
2792,29.7,13.4,4225,POP
2793,39.1,17.8,7332,Synthetic
2794,13.8,6.0,780,Eco-Friendly
2795,37.4,16.8,5694,Eco-Friendly
2796,6.0,2.9,147,Eco-Friendly
2797,4.4,1.8,93,POP
2798,7.5,3.2,228,Eco-Friendly
2799,38.1,16.9,6966,POP
2800,7.4,3.5,261,Clay
2801,11.9,5.6,576,Eco-Friendly
2802,6.5,3.1,174,Eco-Friendly
2803,4.3,1.9,75,Eco-Friendly
2804,45.6,20.6,8466,Eco-Friendly
2805,5.6,2.6,151,Synthetic
2806,11.8,5.3,572,Eco-Friendly
2807,6.6,2.9,211,Clay
2808,7.5,3.2,272,POP
2809,8.3,3.5,327,Synthetic
2810,24.6,11.3,2904,POP
2811,22.3,9.9,2388,POP
2812,50.4,22.8,10361,Eco-Friendly
2813,27.3,12.3,3034,Eco-Friendly
2814,6.0,2.6,170,POP
2815,46.2,20.7,8712,Eco-Friendly
2816,51.6,23.3,12793,POP
2817,15.0,6.6,1085,Clay
2818,23.3,10.2,2220,Eco-Friendly
2819,6.4,2.6,165,Eco-Friendly
2820,10.4,4.5,522,Clay
2821,11.1,4.8,591,Clay
2822,5.5,2.5,124,Eco-Friendly
2823,38.0,17.2,5882,Eco-Friendly
2824,20.8,9.1,1763,Eco-Friendly
2825,4.9,2.2,117,POP
2826,7.5,3.1,269,Clay
2827,18.7,8.5,1427,Eco-Friendly
2828,25.5,11.6,3117,Clay
2829,23.0,10.2,2531,Clay
2830,7.0,3.3,198,Eco-Friendly
2831,7.9,3.8,251,Eco-Friendly
2832,16.3,7.5,1274,Clay
2833,23.7,10.4,2299,Eco-Friendly
2834,10.8,4.8,477,Eco-Friendly
2835,5.6,2.4,125,Eco-Friendly
2836,4.2,2.2,85,POP
2837,16.3,7.6,1277,POP
2838,56.1,25.5,12862,Eco-Friendly
2839,9.0,4.1,388,POP
2840,41.9,18.8,8433,POP
2841,23.1,10.7,2184,Eco-Friendly
2842,19.0,8.7,1725,POP
2843,33.1,15.0,4460,Eco-Friendly
2844,10.8,4.9,560,POP
2845,24.7,11.0,2932,Clay
2846,4.0,1.7,66,Eco-Friendly
2847,4.2,1.7,73,Eco-Friendly
2848,17.4,7.6,1459,Synthetic
2849,4.5,2.2,80,Eco-Friendly
2850,33.7,15.0,4630,Eco-Friendly
2851,7.6,3.3,232,Eco-Friendly
2852,8.0,3.5,258,Eco-Friendly
2853,33.8,15.4,5493,POP
2854,8.3,4.0,329,Synthetic
2855,8.2,3.9,319,Synthetic
2856,22.5,10.1,2433,POP
2857,8.7,3.9,365,Clay
2858,21.1,9.6,2142,POP
2859,31.7,14.1,4110,Eco-Friendly
2860,14.8,6.6,894,Eco-Friendly
2861,13.4,5.9,863,POP
2862,55.6,25.0,12592,Eco-Friendly
2863,7.4,3.1,226,Eco-Friendly
2864,7.2,3.3,210,Eco-Friendly
2865,18.2,8.4,1581,POP
2866,10.1,4.4,416,Eco-Friendly
2867,5.2,2.5,127,Clay
2868,27.5,12.5,3091,Eco-Friendly
2869,10.4,4.6,517,POP
2870,20.0,9.0,1630,Eco-Friendly
2871,39.7,18.0,7548,Clay
2872,4.5,1.8,81,Eco-Friendly
2873,38.6,17.6,6074,Eco-Friendly
2874,10.8,4.7,559,Clay
2875,7.2,3.1,212,Eco-Friendly
2876,56.8,25.4,13141,Eco-Friendly
2877,38.6,17.6,6091,Eco-Friendly
2878,13.5,6.1,874,POP
2879,14.9,6.8,1072,POP
2880,17.8,7.8,1287,Eco-Friendly
2881,24.5,10.8,2458,Eco-Friendly
2882,15.1,6.8,934,Eco-Friendly
2883,10.0,4.7,477,Clay
2884,9.3,4.2,418,POP
2885,14.2,6.6,961,Clay
2886,9.5,4.5,363,Eco-Friendly
2887,5.1,2.2,107,Eco-Friendly
2888,37.3,16.7,5686,Eco-Friendly
2889,26.9,12.2,2946,Eco-Friendly
2890,7.6,3.6,279,POP
2891,4.1,1.9,69,Eco-Friendly
2892,5.1,2.2,105,Eco-Friendly
2893,31.4,14.3,4012,Eco-Friendly
2894,19.9,9.0,1612,Eco-Friendly
2895,34.6,15.8,4877,Eco-Friendly
2896,8.5,3.6,348,Clay
2897,20.2,9.1,1952,POP
2898,14.7,6.8,1043,Clay
2899,24.8,11.4,2508,Eco-Friendly
2900,27.0,12.3,3490,Clay
2901,38.8,17.6,6150,Eco-Friendly
2902,5.1,2.5,107,Eco-Friendly
2903,5.6,2.4,129,Eco-Friendly
2904,13.1,6.0,819,POP
2905,8.3,3.6,331,Clay
2906,23.8,10.7,2314,Eco-Friendly
2907,47.9,21.4,11021,Clay
2908,21.5,9.5,1893,Eco-Friendly
2909,11.2,4.8,510,Eco-Friendly
2910,5.2,2.6,128,Clay
2911,16.2,7.6,1073,Eco-Friendly
2912,11.6,5.4,651,POP
2913,32.7,14.9,4374,Eco-Friendly
2914,44.2,19.9,9367,POP
2915,36.4,16.3,5398,Eco-Friendly
2916,4.7,1.8,89,Eco-Friendly
2917,5.7,2.8,153,POP
2918,12.1,5.4,707,POP
2919,21.2,9.3,2149,POP
2920,14.4,6.7,848,Eco-Friendly
2921,34.8,15.8,4934,Eco-Friendly
2922,11.7,5.5,660,Synthetic
2923,21.9,10.1,2295,POP
2924,5.4,2.3,140,Clay
2925,7.1,3.3,240,Synthetic
2926,35.3,15.6,5973,POP
2927,14.3,6.6,830,Eco-Friendly
2928,40.3,17.9,6618,Eco-Friendly
2929,65.1,29.3,20350,POP
2930,5.1,2.1,107,Eco-Friendly
2931,26.7,11.8,2906,Eco-Friendly
2932,67.3,30.3,18486,Eco-Friendly
2933,13.5,6.3,747,Eco-Friendly
