pandal_id,vehicle_number,vehicle_type,length,width,number_of_wheels
1575,TS11LO9307,Tractor,5.8,2.2,6
1576,TS08TG7457,Trailer,12.0,2.6,14
1577,TS07AL1107,Truck,8.5,2.5,10
1578,TS11GK5341,Tractor,5.8,2.2,6
1579,TS07EM1023,Trailer,12.0,2.6,14
1580,TS07LF1070,Trailer,12.0,2.6,14
1581,TS09QK1846,Hydraulic Vehicle,14.5,2.8,16
1582,TS07FY2986,Pickup Van,4.8,1.9,4
1583,TS10ZT1484,Lorry,12.0,2.6,14
1584,TS10QU9949,Pickup Van,4.8,1.9,4
1585,TS10NT5772,Tractor,5.8,2.2,6
1586,TS07PM5272,Trailer,12.0,2.6,14
1587,TS11KO5435,Trailer,12.0,2.6,14
1588,TS10BC3623,Tractor,5.8,2.2,6
1589,TS11GM6645,Tractor,5.8,2.2,6
1590,TS10PF2185,Truck,8.5,2.5,10
1591,TS11RZ1013,Lorry,8.5,2.5,10
1592,TS11VT8271,Mini Truck,4.8,1.9,4
1593,TS09GM8170,Truck,8.5,2.5,10
1594,TS10DQ3445,Tractor,5.8,2.2,6
1595,TS07UF3234,Tractor,5.8,2.2,6
1596,TS11IY6752,Truck,8.5,2.5,10
1597,TS09LO7564,Mini Truck,5.8,2.2,6
1598,TS08SN6092,Mini Truck,5.8,2.2,6
1599,TS07NC6927,Tractor,5.8,2.2,6
1600,TS11BH3657,Mini Truck,4.8,1.9,4
1601,TS09QP6239,Tractor,5.8,2.2,6
1602,TS11OW2458,Mini Truck,4.8,1.9,4
1603,TS07WD2816,Pickup Van,4.8,1.9,4
1604,TS08NP1796,Trailer,12.0,2.6,14
1605,TS07SB5489,Pickup Van,4.8,1.9,4
1606,TS09GX3154,Lorry,8.5,2.5,10
1607,TS08YL1807,Mini Truck,4.8,1.9,4
1608,TS11AO8933,Mini Truck,5.8,2.2,6
1609,TS10HK6250,Lorry,12.0,2.6,14
1610,TS09BU2609,Lorry,12.0,2.6,14
1611,TS08TT1711,Mini Truck,5.8,2.2,6
1612,TS07WM6328,Mini Truck,4.8,1.9,4
1613,TS08FO7520,Pickup Van,4.8,1.9,4
1614,TS11BB7930,Mini Truck,5.8,2.2,6
1615,TS08JI7900,Mini Truck,4.8,1.9,4
1616,TS09PG6137,Lorry,8.5,2.5,10
1617,TS09EF7474,Pickup Van,4.8,1.9,4
1618,TS08PM7770,Lorry,12.0,2.6,14
1619,TS09UY3434,Pickup Van,4.8,1.9,4
1620,TS08TB9941,Mini Truck,4.8,1.9,4
1621,TS11HN1079,Tractor,5.8,2.2,6
1622,TS08ZY3338,Lorry,8.5,2.5,10
1623,TS10NM2726,Pickup Van,4.8,1.9,4
1624,TS09IT5174,Lorry,8.5,2.5,10
1625,TS11HR1453,Mini Truck,5.8,2.2,6
1626,TS07CM4523,Lorry,12.0,2.6,14
1627,TS07FP1745,Mini Truck,5.8,2.2,6
1628,TS07US2297,Mini Truck,5.8,2.2,6
1629,TS09NT2888,Trailer,12.0,2.6,14
1630,TS09UW2868,Truck,8.5,2.5,10
1631,TS07FC4608,Pickup Van,4.8,1.9,4
1632,TS11NX3223,Mini Truck,5.8,2.2,6
1633,TS09VA6914,Mini Truck,4.8,1.9,4
1634,TS08ZP9260,Tractor,5.8,2.2,6
1635,TS08OF8447,Mini Truck,5.8,2.2,6
1636,TS11AC1647,Tractor,5.8,2.2,6
1637,TS11RM4198,Tractor,5.8,2.2,6
1638,TS09KW7666,Pickup Van,4.8,1.9,4
1639,TS10OY1657,Lorry,8.5,2.5,10
1640,TS11UW3991,Truck,8.5,2.5,10
1641,TS11QM7941,Pickup Van,4.8,1.9,4
1642,TS11XR7820,Pickup Van,4.8,1.9,4
1643,TS08CL7526,Mini Truck,5.8,2.2,6
1644,TS09ZW2920,Mini Truck,4.8,1.9,4
1645,TS10HQ2796,Lorry,8.5,2.5,10
1646,TS10XG6295,Hydraulic Vehicle,14.5,2.8,16
1647,TS09PS3906,Mini Truck,5.8,2.2,6
1648,TS08JG1777,Trailer,12.0,2.6,14
1649,TS11WU1605,Lorry,12.0,2.6,14
1650,TS10FR9865,Mini Truck,4.8,1.9,4
1651,TS10TT8416,Tractor,5.8,2.2,6
1652,TS08QW6276,Lorry,12.0,2.6,14
1653,TS10ON1259,Tractor,5.8,2.2,6
1654,TS08QL7714,Hydraulic Vehicle,14.5,2.8,16
1655,TS08VE7220,Mini Truck,4.8,1.9,4
1656,TS10YX6420,Tractor,5.8,2.2,6
1657,TS10OZ1841,Mini Truck,4.8,1.9,4
1658,TS11ST1864,Lorry,8.5,2.5,10
1659,TS11PM5057,Tractor,5.8,2.2,6
1660,TS08OE9540,Trailer,12.0,2.6,14
1661,TS09JC9669,Pickup Van,4.8,1.9,4
1662,TS10PX7769,Truck,8.5,2.5,10
1663,TS09GL2819,Lorry,12.0,2.6,14
1664,TS09XZ1466,Pickup Van,4.8,1.9,4
1665,TS11HX5177,Mini Truck,5.8,2.2,6
1666,TS10OY2829,Mini Truck,4.8,1.9,4
1667,TS09MV5803,Truck,8.5,2.5,10
1668,TS10TV6679,Mini Truck,5.8,2.2,6
1669,TS10WB9114,Mini Truck,4.8,1.9,4
1670,TS09UF9238,Mini Truck,5.8,2.2,6
1671,TS09NV7822,Tractor,5.8,2.2,6
1672,TS08GS6475,Tractor,5.8,2.2,6
1673,TS11JQ8892,Trailer,12.0,2.6,14
1674,TS08HA2974,Lorry,12.0,2.6,14
1675,TS09HZ7362,Hydraulic Vehicle,14.5,2.8,16
1676,TS09AW1578,Mini Truck,4.8,1.9,4
1677,TS11QW3478,Lorry,8.5,2.5,10
1678,TS08QY2287,Pickup Van,4.8,1.9,4
1679,TS09AG4294,Mini Truck,4.8,1.9,4
1680,TS10OD6608,Truck,8.5,2.5,10
1681,TS08ZX9279,Truck,8.5,2.5,10
1682,TS09EQ3728,Lorry,8.5,2.5,10
1683,TS09OP7705,Lorry,8.5,2.5,10
1684,TS08GS6973,Lorry,8.5,2.5,10
1685,TS07VE1476,Mini Truck,5.8,2.2,6
1686,TS08JY5099,Pickup Van,4.8,1.9,4
1687,TS10OG4997,Mini Truck,5.8,2.2,6
1688,TS09GD3238,Mini Truck,5.8,2.2,6
1689,TS11ZO1212,Lorry,8.5,2.5,10
1690,TS11HS1531,Lorry,8.5,2.5,10
1691,TS07CS1685,Truck,8.5,2.5,10
1692,TS11RW8334,Truck,8.5,2.5,10
1693,TS11OJ5754,Lorry,8.5,2.5,10
1694,TS07LJ2308,Pickup Van,4.8,1.9,4
1695,TS07HB3557,Hydraulic Vehicle,14.5,2.8,16
1696,TS08MK6596,Mini Truck,5.8,2.2,6
1697,TS09EX7869,Tractor,5.8,2.2,6
1698,TS07UL1987,Tractor,5.8,2.2,6
1699,TS09XX6637,Mini Truck,4.8,1.9,4
1700,TS10GR9911,Tractor,5.8,2.2,6
1701,TS10XZ3946,Trailer,12.0,2.6,14
1702,TS07YZ3878,Lorry,12.0,2.6,14
1703,TS09RQ4916,Mini Truck,5.8,2.2,6
1704,TS11YR7230,Lorry,12.0,2.6,14
1705,TS09OM1828,Tractor,5.8,2.2,6
1706,TS10BD8685,Pickup Van,4.8,1.9,4
1707,TS08VB4747,Lorry,8.5,2.5,10
1708,TS10TM3494,Mini Truck,5.8,2.2,6
1709,TS09TV6496,Mini Truck,5.8,2.2,6
1710,TS10LB3911,Mini Truck,5.8,2.2,6
1711,TS10NO2544,Lorry,12.0,2.6,14
1712,TS08AZ3947,Lorry,8.5,2.5,10
1713,TS09YB8818,Truck,8.5,2.5,10
1714,TS11JJ1774,Truck,8.5,2.5,10
1715,TS08ES1766,Mini Truck,5.8,2.2,6
1716,TS10IJ5213,Truck,8.5,2.5,10
1717,TS08PJ5556,Lorry,8.5,2.5,10
1718,TS11TG9209,Pickup Van,4.8,1.9,4
1719,TS08WN7860,Lorry,8.5,2.5,10
1720,TS11QH4607,Mini Truck,4.8,1.9,4
1721,TS07CI9009,Lorry,12.0,2.6,14
1722,TS11PO4817,Lorry,8.5,2.5,10
1723,TS11UI4515,Lorry,8.5,2.5,10
1724,TS10HJ2149,Tractor,5.8,2.2,6
1725,TS11DF9037,Mini Truck,5.8,2.2,6
1726,TS10GD9677,Tractor,5.8,2.2,6
1727,TS07EH3015,Lorry,8.5,2.5,10
1728,TS08XI5237,Lorry,8.5,2.5,10
1729,TS10CB6285,Lorry,8.5,2.5,10
1730,TS08WA5213,Pickup Van,4.8,1.9,4
1731,TS08OS8679,Truck,8.5,2.5,10
1732,TS10ME3751,Pickup Van,4.8,1.9,4
1733,TS11FU1734,Trailer,12.0,2.6,14
1734,TS10ON7651,Pickup Van,4.8,1.9,4
1735,TS11VA6991,Lorry,8.5,2.5,10
1736,TS09DA8216,Lorry,12.0,2.6,14
1737,TS11SW9948,Mini Truck,5.8,2.2,6
1738,TS11GP9535,Mini Truck,4.8,1.9,4
1739,TS09NY2461,Mini Truck,5.8,2.2,6
1740,TS11WD3749,Pickup Van,4.8,1.9,4
1741,TS11AK9437,Pickup Van,4.8,1.9,4
1742,TS09UQ8079,Lorry,8.5,2.5,10
1743,TS08WV6680,Trailer,12.0,2.6,14
1744,TS08CX5255,Lorry,12.0,2.6,14
1745,TS09UD7519,Trailer,12.0,2.6,14
1746,TS07FN2617,Trailer,12.0,2.6,14
1747,TS09IU5575,Mini Truck,5.8,2.2,6
1748,TS10WF3275,Tractor,5.8,2.2,6
1749,TS07OP2321,Pickup Van,4.8,1.9,4
1750,TS11CA4554,Hydraulic Vehicle,14.5,2.8,16
1751,TS07VB5837,Mini Truck,5.8,2.2,6
1752,TS08KG4702,Truck,8.5,2.5,10
1753,TS07JQ6062,Tractor,5.8,2.2,6
1754,TS10YP1917,Mini Truck,5.8,2.2,6
1755,TS10XO8409,Lorry,8.5,2.5,10
1756,TS08UK1846,Trailer,12.0,2.6,14
1757,TS08AB3020,Truck,8.5,2.5,10
1758,TS10DU1229,Pickup Van,4.8,1.9,4
1759,TS07OD8614,Truck,8.5,2.5,10
1760,TS11PK1787,Mini Truck,5.8,2.2,6
1761,TS10TY9151,Tractor,5.8,2.2,6
1762,TS08MS7090,Truck,8.5,2.5,10
1763,TS09XN2179,Lorry,8.5,2.5,10
1764,TS07UT6519,Mini Truck,5.8,2.2,6
1765,TS11DC4350,Tractor,5.8,2.2,6
1766,TS10OP2002,Lorry,8.5,2.5,10
1767,TS07VE5051,Truck,8.5,2.5,10
1768,TS10PC3218,Trailer,12.0,2.6,14
1769,TS11KR9032,Mini Truck,4.8,1.9,4
1770,TS08LZ7716,Tractor,5.8,2.2,6
1771,TS07QR1804,Truck,8.5,2.5,10
1772,TS09IP8131,Lorry,8.5,2.5,10
1773,TS11NH4254,Tractor,5.8,2.2,6
1774,TS09BK3696,Tractor,5.8,2.2,6
1775,TS07SR6195,Lorry,12.0,2.6,14
1776,TS07HD9769,Tractor,5.8,2.2,6
1777,TS07EH9316,Mini Truck,5.8,2.2,6
1778,TS07BK1201,Lorry,12.0,2.6,14
1779,TS08TH5046,Mini Truck,4.8,1.9,4
1780,TS07TM1001,Hydraulic Vehicle,14.5,2.8,16
1781,TS10AS9184,Mini Truck,5.8,2.2,6
1782,TS10TH3981,Pickup Van,4.8,1.9,4
1783,TS08IZ6172,Mini Truck,5.8,2.2,6
1784,TS09TU8818,Trailer,12.0,2.6,14
1785,TS11HR8371,Pickup Van,4.8,1.9,4
1786,TS10WG1579,Mini Truck,4.8,1.9,4
1787,TS07MP8876,Tractor,5.8,2.2,6
1788,TS08KW9735,Mini Truck,5.8,2.2,6
1789,TS07LB8649,Pickup Van,4.8,1.9,4
1790,TS07BB6109,Mini Truck,4.8,1.9,4
1791,TS11BV4690,Lorry,8.5,2.5,10
1792,TS09IU7667,Pickup Van,4.8,1.9,4
1793,TS09DJ1167,Lorry,8.5,2.5,10
1794,TS10TD3959,Pickup Van,4.8,1.9,4
1795,TS08ZY6810,Tractor,5.8,2.2,6
1796,TS07IF7269,Mini Truck,4.8,1.9,4
1797,TS11JX7047,Truck,8.5,2.5,10
1798,TS10HT7425,Pickup Van,4.8,1.9,4
1799,TS08JE6333,Lorry,12.0,2.6,14
1800,TS10KA7025,Mini Truck,5.8,2.2,6
1801,TS10QD5067,Pickup Van,4.8,1.9,4
1802,TS10YJ3474,Trailer,12.0,2.6,14
1803,TS10OU9214,Trailer,12.0,2.6,14
1804,TS07UK2570,Truck,8.5,2.5,10
1805,TS09IY4948,Hydraulic Vehicle,14.5,2.8,16
1806,TS09MB3312,Mini Truck,4.8,1.9,4
1807,TS10EC1988,Lorry,12.0,2.6,14
1808,TS10LB9739,Truck,8.5,2.5,10
1809,TS08TA3540,Pickup Van,4.8,1.9,4
1810,TS08OH9731,Truck,8.5,2.5,10
1811,TS09HU2397,Lorry,8.5,2.5,10
1812,TS07IK9915,Mini Truck,4.8,1.9,4
1813,TS09GG4874,Lorry,8.5,2.5,10
1814,TS11GC7352,Pickup Van,4.8,1.9,4
1815,TS09BK2804,Mini Truck,4.8,1.9,4
1816,TS08LF5321,Truck,8.5,2.5,10
1817,TS08LO8213,Mini Truck,4.8,1.9,4
1818,TS07PD6197,Mini Truck,5.8,2.2,6
1819,TS11AV7715,Tractor,5.8,2.2,6
1820,TS07DD3059,Tractor,5.8,2.2,6
1821,TS07AC2045,Hydraulic Vehicle,14.5,2.8,16
1822,TS07IP6195,Mini Truck,5.8,2.2,6
1823,TS08QZ6696,Tractor,5.8,2.2,6
1824,TS09SZ6152,Truck,8.5,2.5,10
1825,TS10RN6263,Truck,8.5,2.5,10
1826,TS08NY8828,Pickup Van,4.8,1.9,4
1827,TS11MR8334,Mini Truck,5.8,2.2,6
1828,TS10QB7499,Tractor,5.8,2.2,6
1829,TS10QZ4299,Mini Truck,5.8,2.2,6
1830,TS11LY8027,Tractor,5.8,2.2,6
1831,TS07VJ3474,Mini Truck,4.8,1.9,4
1832,TS08UZ1035,Hydraulic Vehicle,14.5,2.8,16
1833,TS10VZ2170,Mini Truck,5.8,2.2,6
1834,TS11YJ2697,Mini Truck,4.8,1.9,4
1835,TS07QL8202,Truck,8.5,2.5,10
1836,TS07OR5941,Tractor,5.8,2.2,6
1837,TS11IM3769,Lorry,8.5,2.5,10
1838,TS11ZF4806,Lorry,12.0,2.6,14
1839,TS07KZ4847,Mini Truck,4.8,1.9,4
1840,TS09XH1418,Truck,8.5,2.5,10
1841,TS07AJ7079,Pickup Van,4.8,1.9,4
1842,TS09ES1394,Trailer,12.0,2.6,14
1843,TS09AR2617,Lorry,12.0,2.6,14
1844,TS09WV6338,Pickup Van,4.8,1.9,4
1845,TS09XU9828,Lorry,12.0,2.6,14
1846,TS09IT8568,Mini Truck,4.8,1.9,4
1847,TS07CG9689,Tractor,5.8,2.2,6
1848,TS11AJ4936,Lorry,8.5,2.5,10
1849,TS07SO7586,Truck,8.5,2.5,10
1850,TS07ZZ4966,Mini Truck,5.8,2.2,6
1851,TS11VJ7299,Trailer,12.0,2.6,14
1852,TS10ZI8700,Lorry,8.5,2.5,10
1853,TS07WT2337,Tractor,5.8,2.2,6
1854,TS11DA7140,Lorry,8.5,2.5,10
1855,TS08LX1299,Mini Truck,4.8,1.9,4
1856,TS09IX5408,Hydraulic Vehicle,14.5,2.8,16
1857,TS10FP8702,Mini Truck,4.8,1.9,4
1858,TS10ZT9852,Lorry,12.0,2.6,14
1859,TS09HP9122,Lorry,8.5,2.5,10
1860,TS09BD7360,Trailer,12.0,2.6,14
1861,TS10JH3913,Lorry,12.0,2.6,14
1862,TS07HC2752,Lorry,8.5,2.5,10
1863,TS10VN5158,Hydraulic Vehicle,14.5,2.8,16
1864,TS11UY6316,Mini Truck,4.8,1.9,4
1865,TS08NO3386,Tractor,5.8,2.2,6
1866,TS08QN8248,Trailer,12.0,2.6,14
1867,TS10HC9417,Tractor,5.8,2.2,6
1868,TS09TM4637,Tractor,5.8,2.2,6
1869,TS10BW1758,Hydraulic Vehicle,14.5,2.8,16
1870,TS07CA2600,Pickup Van,4.8,1.9,4
1871,TS08UK2392,Tractor,5.8,2.2,6
1872,TS11UN1952,Truck,8.5,2.5,10
1873,TS09PL1134,Tractor,5.8,2.2,6
1874,TS07ZD5916,Truck,8.5,2.5,10
1875,TS09IX5746,Lorry,8.5,2.5,10
1876,TS08OV9385,Lorry,12.0,2.6,14
1877,TS11CO1173,Pickup Van,4.8,1.9,4
1878,TS09BA9098,Mini Truck,5.8,2.2,6
1879,TS10DQ8010,Tractor,5.8,2.2,6
1880,TS08OF6956,Pickup Van,4.8,1.9,4
1881,TS07FV3706,Trailer,12.0,2.6,14
1882,TS07HL6522,Lorry,8.5,2.5,10
1883,TS08MQ8998,Mini Truck,5.8,2.2,6
1884,TS07RG5710,Truck,8.5,2.5,10
1885,TS11TW9134,Trailer,12.0,2.6,14
1886,TS08ON5307,Mini Truck,5.8,2.2,6
1887,TS08PJ1399,Pickup Van,4.8,1.9,4
1888,TS08IO2320,Lorry,12.0,2.6,14
1889,TS08AW1053,Mini Truck,5.8,2.2,6
1890,TS10HQ8626,Lorry,8.5,2.5,10
1891,TS08TJ2418,Mini Truck,5.8,2.2,6
1892,TS09NR2922,Mini Truck,4.8,1.9,4
1893,TS08GA5607,Lorry,12.0,2.6,14
1894,TS09HY9950,Tractor,5.8,2.2,6
1895,TS10GQ1948,Pickup Van,4.8,1.9,4
1896,TS11QV7783,Mini Truck,5.8,2.2,6
1897,TS11BJ3677,Lorry,12.0,2.6,14
1898,TS07RB9702,Hydraulic Vehicle,14.5,2.8,16
1899,TS09RM8501,Lorry,12.0,2.6,14
1900,TS11PX1141,Lorry,8.5,2.5,10
1901,TS08UX8202,Tractor,5.8,2.2,6
1902,TS10HX1639,Pickup Van,4.8,1.9,4
1903,TS07TT8959,Tractor,5.8,2.2,6
1904,TS08WN8736,Truck,8.5,2.5,10
1905,TS08RV9597,Hydraulic Vehicle,14.5,2.8,16
1906,TS08PU2297,Mini Truck,5.8,2.2,6
1907,TS07JT1594,Truck,8.5,2.5,10
1908,TS09YU3560,Trailer,12.0,2.6,14
1909,TS11DB8330,Tractor,5.8,2.2,6
1910,TS10ZI5017,Mini Truck,5.8,2.2,6
1911,TS11LW6773,Mini Truck,4.8,1.9,4
1912,TS08BZ2621,Lorry,8.5,2.5,10
1913,TS09VO9606,Truck,8.5,2.5,10
1914,TS09DS1166,Trailer,12.0,2.6,14
1915,TS08QE7941,Mini Truck,4.8,1.9,4
1916,TS09ML2916,Tractor,5.8,2.2,6
1917,TS10RX5415,Lorry,8.5,2.5,10
1918,TS09YP9277,Pickup Van,4.8,1.9,4
1919,TS08EN6483,Mini Truck,4.8,1.9,4
1920,TS08MS2783,Truck,8.5,2.5,10
1921,TS09TX6138,Trailer,12.0,2.6,14
1922,TS09PK7273,Truck,8.5,2.5,10
1923,TS07YA6751,Tractor,5.8,2.2,6
1924,TS10YF3932,Pickup Van,4.8,1.9,4
1925,TS07JU5911,Tractor,5.8,2.2,6
1926,TS07LO4744,Pickup Van,4.8,1.9,4
1927,TS09SD5487,Mini Truck,5.8,2.2,6
1928,TS10UL6606,Pickup Van,4.8,1.9,4
1929,TS10QK1344,Pickup Van,4.8,1.9,4
1930,TS09GY5855,Trailer,12.0,2.6,14
1931,TS11BH8101,Trailer,12.0,2.6,14
1932,TS07RO5442,Mini Truck,5.8,2.2,6
1933,TS10LT7607,Mini Truck,5.8,2.2,6
1934,TS07DZ4185,Tractor,5.8,2.2,6
1935,TS11UZ2950,Mini Truck,4.8,1.9,4
1936,TS11CL2740,Mini Truck,5.8,2.2,6
1937,TS11YH5177,Truck,8.5,2.5,10
1938,TS11CJ6051,Trailer,12.0,2.6,14
1939,TS09VA5177,Trailer,12.0,2.6,14
1940,TS11RT8130,Lorry,12.0,2.6,14
1941,TS08ZM4807,Truck,8.5,2.5,10
1942,TS08WI5195,Mini Truck,4.8,1.9,4
1943,TS08PL1228,Lorry,8.5,2.5,10
1944,TS09NF1106,Lorry,8.5,2.5,10
1945,TS08LX6690,Pickup Van,4.8,1.9,4
1946,TS08NE4323,Tractor,5.8,2.2,6
1947,TS08XP2470,Tractor,5.8,2.2,6
1948,TS08VT7395,Truck,8.5,2.5,10
1949,TS09VI3154,Pickup Van,4.8,1.9,4
1950,TS11EC7244,Pickup Van,4.8,1.9,4
1951,TS10FK1566,Lorry,8.5,2.5,10
1952,TS07JT3857,Mini Truck,5.8,2.2,6
1953,TS10ZW9099,Pickup Van,4.8,1.9,4
1954,TS11PK7157,Truck,8.5,2.5,10
1955,TS07GB3148,Mini Truck,4.8,1.9,4
1956,TS08AI2906,Lorry,12.0,2.6,14
1957,TS08EG9900,Truck,8.5,2.5,10
1958,TS10PE9043,Pickup Van,4.8,1.9,4
1959,TS09CB6116,Pickup Van,4.8,1.9,4
1960,TS09AP6069,Mini Truck,5.8,2.2,6
1961,TS11AW1191,Pickup Van,4.8,1.9,4
1962,TS11IY7064,Hydraulic Vehicle,14.5,2.8,16
1963,TS11QR1114,Mini Truck,4.8,1.9,4
1964,TS08VU9441,Lorry,12.0,2.6,14
1965,TS08MZ6560,Trailer,12.0,2.6,14
1966,TS09AR1834,Mini Truck,4.8,1.9,4
1967,TS11QF5277,Pickup Van,4.8,1.9,4
1968,TS09KG2315,Pickup Van,4.8,1.9,4
1969,TS09YR5393,Mini Truck,4.8,1.9,4
1970,TS10JM5551,Mini Truck,5.8,2.2,6
1971,TS07SS3795,Pickup Van,4.8,1.9,4
1972,TS11YD9668,Trailer,12.0,2.6,14
1973,TS07DX8057,Pickup Van,4.8,1.9,4
1974,TS09WI1401,Lorry,8.5,2.5,10
1975,TS11OT3678,Tractor,5.8,2.2,6
1976,TS07VH6049,Tractor,5.8,2.2,6
1977,TS08HN4937,Truck,8.5,2.5,10
1978,TS10DC2780,Lorry,8.5,2.5,10
1979,TS08CU2600,Lorry,8.5,2.5,10
1980,TS10QX2704,Mini Truck,4.8,1.9,4
1981,TS08IW7185,Lorry,8.5,2.5,10
1982,TS09KA4755,Truck,8.5,2.5,10
1983,TS08HX8783,Lorry,8.5,2.5,10
1984,TS10CN1841,Lorry,12.0,2.6,14
1985,TS07HS2443,Mini Truck,5.8,2.2,6
1986,TS11LH6188,Truck,8.5,2.5,10
1987,TS10PR1481,Mini Truck,5.8,2.2,6
1988,TS09RO6039,Pickup Van,4.8,1.9,4
1989,TS07WH7678,Hydraulic Vehicle,14.5,2.8,16
1990,TS09HK8894,Mini Truck,5.8,2.2,6
1991,TS07JE5401,Mini Truck,5.8,2.2,6
1992,TS10XN4413,Lorry,12.0,2.6,14
1993,TS07AQ7769,Tractor,5.8,2.2,6
1994,TS08LB2080,Mini Truck,4.8,1.9,4
1995,TS11WU5650,Hydraulic Vehicle,14.5,2.8,16
1996,TS09MT8586,Mini Truck,5.8,2.2,6
1997,TS10AL4184,Mini Truck,5.8,2.2,6
1998,TS08NH6010,Lorry,12.0,2.6,14
1999,TS08IW6300,Mini Truck,5.8,2.2,6
2000,TS10WC7066,Lorry,8.5,2.5,10
2001,TS10KK8398,Tractor,5.8,2.2,6
2002,TS07HV7367,Mini Truck,4.8,1.9,4
2003,TS11WH6301,Hydraulic Vehicle,14.5,2.8,16
2004,TS07BT6473,Mini Truck,5.8,2.2,6
2005,TS10QT2886,Mini Truck,5.8,2.2,6
2006,TS08CY8851,Trailer,12.0,2.6,14
2007,TS10EJ9449,Hydraulic Vehicle,14.5,2.8,16
2008,TS08DU8619,Trailer,12.0,2.6,14
2009,TS09AJ6814,Trailer,12.0,2.6,14
2010,TS08ON9474,Trailer,12.0,2.6,14
2011,TS07RI5202,Trailer,12.0,2.6,14
2012,TS08VF7683,Mini Truck,4.8,1.9,4
2013,TS09VB2247,Mini Truck,5.8,2.2,6
2014,TS08ZQ5648,Truck,8.5,2.5,10
2015,TS10WL2279,Mini Truck,4.8,1.9,4
2016,TS11IM6068,Truck,8.5,2.5,10
2017,TS08AK4095,Pickup Van,4.8,1.9,4
2018,TS08QJ9156,Lorry,8.5,2.5,10
2019,TS11FZ9672,Mini Truck,4.8,1.9,4
2020,TS10YJ6594,Lorry,8.5,2.5,10
2021,TS08BP6593,Lorry,12.0,2.6,14
2022,TS09UZ5184,Pickup Van,4.8,1.9,4
2023,TS10TZ5139,Lorry,8.5,2.5,10
2024,TS11HD4158,Tractor,5.8,2.2,6
2025,TS11MA5862,Trailer,12.0,2.6,14
2026,TS10UH9051,Mini Truck,4.8,1.9,4
2027,TS07XL7401,Truck,8.5,2.5,10
2028,TS07SY4562,Lorry,8.5,2.5,10
2029,TS07AA3521,Truck,8.5,2.5,10
2030,TS07GZ6717,Mini Truck,4.8,1.9,4
2031,TS09QA5957,Truck,8.5,2.5,10
2032,TS10HL3108,Pickup Van,4.8,1.9,4
2033,TS10HL6093,Tractor,5.8,2.2,6
2034,TS07MU7320,Lorry,12.0,2.6,14
2035,TS11TM4645,Truck,8.5,2.5,10
2036,TS10FR9337,Pickup Van,4.8,1.9,4
2037,TS10HK8128,Mini Truck,4.8,1.9,4
2038,TS07TN5686,Mini Truck,4.8,1.9,4
2039,TS09IQ3529,Truck,8.5,2.5,10
2040,TS09IO7968,Pickup Van,4.8,1.9,4
2041,TS09IU8442,Trailer,12.0,2.6,14
2042,TS11VH2948,Tractor,5.8,2.2,6
2043,TS09ZH6066,Tractor,5.8,2.2,6
2044,TS09QI5615,Lorry,12.0,2.6,14
2045,TS11IA9620,Lorry,8.5,2.5,10
2046,TS11HO7894,Tractor,5.8,2.2,6
2047,TS09SR1421,Hydraulic Vehicle,14.5,2.8,16
2048,TS07OC2006,Truck,8.5,2.5,10
2049,TS10AY3078,Mini Truck,5.8,2.2,6
2050,TS11SY9857,Mini Truck,5.8,2.2,6
2051,TS09MU4531,Mini Truck,5.8,2.2,6
2052,TS07NO6369,Hydraulic Vehicle,14.5,2.8,16
2053,TS09ZQ5929,Mini Truck,5.8,2.2,6
2054,TS09OZ1338,Hydraulic Vehicle,14.5,2.8,16
2055,TS07DK2822,Tractor,5.8,2.2,6
2056,TS09YN1829,Tractor,5.8,2.2,6
2057,TS07BW7841,Truck,8.5,2.5,10
2058,TS10RY4067,Trailer,12.0,2.6,14
2059,TS10JQ8749,Tractor,5.8,2.2,6
2060,TS07JD6101,Lorry,8.5,2.5,10
2061,TS09SI3679,Mini Truck,4.8,1.9,4
2062,TS09GM1845,Trailer,12.0,2.6,14
2063,TS10WQ9736,Hydraulic Vehicle,14.5,2.8,16
2064,TS07WO1594,Mini Truck,4.8,1.9,4
2065,TS09SD3794,Tractor,5.8,2.2,6
2066,TS08FZ7058,Lorry,8.5,2.5,10
2067,TS10WB3520,Lorry,8.5,2.5,10
2068,TS10GH7007,Mini Truck,4.8,1.9,4
2069,TS08VM9312,Lorry,12.0,2.6,14
2070,TS07YM2259,Tractor,5.8,2.2,6
2071,TS08KL6860,Mini Truck,4.8,1.9,4
2072,TS08GQ1054,Mini Truck,4.8,1.9,4
2073,TS09QT1637,Mini Truck,4.8,1.9,4
2074,TS07NS8689,Pickup Van,4.8,1.9,4
2075,TS07IA3156,Truck,8.5,2.5,10
2076,TS09VH6454,Pickup Van,4.8,1.9,4
2077,TS10JB9804,Trailer,12.0,2.6,14
2078,TS10XF7904,Pickup Van,4.8,1.9,4
2079,TS07IN3722,Truck,8.5,2.5,10
2080,TS07XV2571,Tractor,5.8,2.2,6
2081,TS10FW4099,Trailer,12.0,2.6,14
2082,TS09HY1528,Truck,8.5,2.5,10
2083,TS11JQ5882,Mini Truck,4.8,1.9,4
2084,TS08KE7045,Truck,8.5,2.5,10
2085,TS07XK7591,Mini Truck,5.8,2.2,6
2086,TS08JB4403,Mini Truck,4.8,1.9,4
2087,TS09FX7583,Pickup Van,4.8,1.9,4
2088,TS07EJ5751,Truck,8.5,2.5,10
